,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
70304,0.3954164,-1.855364,-2.9540381,-3.9405751,4.361176,1.8319832,4.1488595,2.9190981,-1.5366716,4.438704,-2.1358218,-2.59812,-1.8905827,-0.71251434,-7.2137823,7.0991235
2341,5.057632,-0.74657553,-3.71486,-7.0900908,6.0635934,-4.486554,-0.91692346,1.1805931,-3.97489,1.7860382,5.235952,-3.6975367,-1.808425,-4.972389,0.0494032,4.3048735
61282,0.51923907,-0.85500574,-1.5712161,0.9047713,3.9079962,3.1656022,5.6118655,2.1005783,-3.706648,-1.8948754,-1.0190475,1.2763036,-0.15119363,-0.8032654,-5.217877,1.6890956
44303,-2.177592,-1.7257373,-0.0867825,-0.91095185,0.4448358,3.9127355,3.2591774,1.0694891,-1.9870327,-2.7794986,-3.3048167,0.30043584,-0.9373075,3.8560622,-2.1979344,1.8379971
10925,1.3934723,-1.4181211,-0.8444878,-1.8829341,1.4193943,-1.462337,5.2194786,1.5995646,-3.779861,-4.7667904,-1.8080473,0.9170785,-3.3627684,-0.60746294,1.4422295,1.8655783
18033,-0.39234838,1.9942055,-2.0651565,-2.7115047,0.25785428,-0.07692282,6.338542,1.0217716,-0.31736746,-1.8365086,-0.08825619,5.255633,-0.54835725,-0.18285233,1.3747125,2.3032382
28564,-0.06723043,2.9294064,-2.7094631,0.11625117,2.5663724,0.8456363,-0.18376927,1.5098615,-0.06563771,-3.891192,6.004479,2.7315717,0.07278174,-5.100323,3.1228483,0.86896884
60659,-0.79222435,2.7534406,-2.0581079,0.35416228,0.5868407,8.455648,-0.37594628,1.7387921,-0.39093012,-3.6103172,3.0008726,1.4206687,1.0473919,1.6601939,-4.496107,0.80408055
83520,0.5722301,-0.23198493,1.4160225,1.0646067,-0.18424115,3.186788,3.000233,-0.32973883,-2.9009175,-1.1616124,-0.00045288354,2.189252,1.8203635,3.1384141,0.47929168,0.6127136
2338,4.1982265,-2.603167,-1.9286494,-1.6137872,4.2689095,5.437108,-0.5393123,2.280062,1.4251122,-1.133464,-3.5002456,-0.51046324,0.005423587,-4.0966954,-1.8689224,2.2473984
13496,-1.6406769,-0.31235626,-0.082052276,1.1181831,-0.2186529,-1.8531018,2.5073402,1.6606663,-2.208205,-6.03355,5.8634515,3.5295408,2.2319376,-0.68660957,-1.261379,-0.9818736
88098,-1.2272049,2.2147865,-2.3077629,-0.16339952,2.6510572,4.748629,-0.05797322,0.19870557,-0.0025914288,-0.22212002,-2.2747862,-0.9832748,-4.3954306,-2.330328,3.4144847,2.116296
7209,-0.9041402,4.480426,-2.489132,-0.77364564,1.0520962,3.1125982,0.7054023,0.17988507,2.6957831,-4.389201,2.5716858,3.8540106,-0.094202355,-1.7387769,1.7968863,1.2883884
75350,0.06643608,-0.6836988,-0.7187336,-4.318339,0.32494453,9.77711,-1.1524373,1.7388517,3.9026508,4.8267293,1.9769857,-3.051945,-1.9589593,-2.5406137,-5.5091205,4.057186
25081,0.5366797,-1.6831315,2.1377237,1.9779463,-1.9557061,-0.7781518,0.92353505,-1.3808154,1.5814452,-4.3665404,-1.2605623,1.4584818,2.0949712,3.076587,1.5562358,-0.25065672
14254,-0.5857822,-1.1740003,0.02847093,-1.0525284,1.1547029,1.0801389,7.151455,1.0022246,-0.9402518,-3.653494,-6.069917,-0.027934298,-1.1444705,2.1160371,-3.2667806,0.98409694
16847,0.37456754,3.4414265,-3.996872,-6.5452743,-0.40324062,-1.1287115,-0.3786204,3.230818,6.4434123,-5.3312593,-3.9298463,2.7776294,-3.147972,-2.3133676,0.011535089,3.2687612
27084,2.2265818,-1.2259585,-3.207378,1.109884,5.0867443,3.3569093,4.563844,0.8927293,-1.7098577,-1.5734279,-3.1367824,0.70867836,-2.789769,-3.0946164,-4.246107,1.8242544
50404,4.093285,0.8170557,-3.8999465,-7.8618817,6.828003,0.7354314,-8.093472,0.3637099,-1.0782778,4.0577164,3.3097787,-5.535332,-0.24416615,-3.051785,0.21354027,3.800371
65025,-1.6468214,0.06320116,-1.1087854,-1.3248305,0.92706037,3.3687625,3.8680515,0.33985475,-1.3491944,-1.8417628,-2.1057968,1.611742,-0.4645795,1.4280066,-0.25095844,2.6190548
11390,-1.428432,0.44934586,1.0468326,1.8010659,-1.3812209,-1.134178,1.1671637,1.1569815,-1.97176,-7.360309,3.079538,-1.1191663,0.70773506,-0.44302598,1.8131126,-1.7812477
59752,-1.4991311,0.19946283,-3.3902922,-5.783563,0.6021845,2.2140589,0.6087355,2.9986532,2.5777133,0.92089856,5.737826,0.5633131,0.93838143,-4.43928,0.5006399,3.2908304
47955,3.09014,-1.6376637,1.6775187,1.8564129,1.7565587,5.0049834,2.7534523,-0.18836023,-3.060624,-1.5518477,-3.6828775,-1.0775745,-0.052535567,3.4595895,-1.5060515,-0.005057294
29035,2.6645265,1.8919206,-2.225731,-1.5040898,4.1578298,8.014624,-8.0081415,2.2929199,0.967994,-0.8130163,-5.8340592,-0.81970716,0.5820676,-5.2968383,3.0497518,0.5452984
41494,-2.23684,0.35989565,-2.9103785,-1.2287683,2.7883415,5.6838365,-1.1865104,2.0713809,-0.54014236,2.3799121,0.6764708,0.5517349,-1.530079,-3.586666,3.3090744,3.265498
58667,2.2066567,-3.9255185,3.3028789,2.7588656,-0.2921421,2.4639096,1.8017011,-0.7176242,-3.5507767,-1.3492873,-2.5183463,-1.4313979,0.9254153,3.8576539,-2.8439996,-0.75325936
3954,0.5946454,0.5687824,-1.3398526,1.2704811,1.675532,0.109191045,2.208834,1.6970286,-1.9177427,-7.2930703,4.720453,2.4210217,0.6239876,-1.8271623,-1.952782,0.2233082
89698,-0.7702863,-2.0681345,-3.4605415,-1.5440238,5.8866844,1.1126674,2.5213897,2.2049463,-4.08877,4.3724966,4.629585,-2.467613,-0.021539468,-3.9075058,-9.392449,6.3038692
61585,-0.49735907,2.6099458,-1.0576575,1.0609813,3.3745873,4.2579737,1.4346899,0.86382747,-3.1720653,0.42850015,3.994615,1.6982833,1.4845321,-2.4074697,1.4806702,1.1859187
10594,-0.04810175,-2.5532565,-3.671484,-6.0785756,1.9202672,0.770937,2.6844962,2.2919726,6.336757,-3.012052,-12.108814,0.044259816,-1.2203315,-3.0564957,-3.2333596,-0.086846754
13185,-2.9640098,2.2104104,-1.8762624,-1.5590296,2.3384879,1.2097954,-0.389018,-2.8254557,0.6393142,-1.4306071,-2.0999026,-0.37020132,-4.1505566,-6.467714,8.751865,1.9337537
8915,-4.6362367,5.284463,-3.6076427,-3.6627328,-1.3091972,4.403853,2.3415067,0.325321,3.6417272,-1.2827832,0.6938196,3.1679034,-2.9662826,-0.40834403,0.30194384,2.7732565
17436,0.64188844,-0.5515543,-3.0597258,-6.6845036,0.5553268,-1.1981496,6.7190785,1.3522329,0.9032989,2.2223566,-2.8976622,0.97249544,-2.2580864,-2.2808805,-2.4851058,5.945382
8205,1.7815466,0.6393821,0.23161937,-0.840049,-1.108167,-1.4844886,6.238847,0.31270006,-2.9087377,-4.0534625,0.6838619,2.9637659,0.7484852,0.66297793,2.0955184,0.49669498
15209,3.654515,-0.8310189,-4.575912,-8.780019,0.78394526,-4.9602914,2.1370232,2.1929653,0.52943724,-0.7574308,-3.4433563,0.23909064,-1.8289889,-5.9217677,1.7789248,2.500376
61041,0.20629862,0.31869566,2.4247363,2.2329712,0.34705502,2.3446574,0.71654457,-0.19627248,-3.8426423,-2.5144267,3.0080996,-0.7165656,1.4030449,0.51541966,2.3895009,-0.83775026
25217,1.5176499,3.7437005,-2.0114374,-7.8293414,1.9827635,-0.9000357,-7.025128,-0.87415373,3.313737,-0.111400336,-4.239081,-0.04937336,-0.25165215,-9.004936,9.45953,-0.55021214
26575,-2.3549573,0.73931456,-3.64682,-2.5435932,1.0629827,-0.40303952,5.2001586,1.5328118,0.86055464,-3.3459368,-0.37690133,5.507007,-2.6783876,-1.8367485,-1.1176242,2.4559233
58662,1.3475987,1.7249062,-3.2745245,-6.856814,3.524072,-1.9909798,-0.93711215,3.978246,-6.2907343,4.505003,0.524595,0.2028422,-1.6614795,-1.0590901,-0.017834771,6.7084155
28075,1.5532297,-3.997431,-2.8501873,-4.9519978,3.190961,1.8018392,3.9035294,2.2893493,1.4559633,0.6127422,3.8818598,-2.8107867,-2.9354627,-1.533701,-4.5275903,5.4488845
11952,2.3789682,1.6752391,-2.2477307,-4.6815734,4.0752997,-1.0100703,-4.7921987,-0.37607104,2.6885824,-0.68669426,2.1696186,-1.4360484,0.01630662,-9.342794,6.8640294,1.0867807
32594,-1.2069832,1.3664014,-2.6109204,-1.792417,0.28915462,3.738574,3.687431,1.7101749,-0.25022775,-3.3838034,1.3888228,3.9210622,-0.9440996,-0.32678613,-2.5389116,1.7597196
9812,0.65797466,2.4815617,0.74145037,-2.128061,-2.7249308,0.032397166,4.7233796,0.34650767,3.1935785,-5.8431306,-1.356466,2.95002,0.54972684,2.732075,1.7722809,0.1725099
99783,0.7116627,4.526709,-4.967512,-5.0739975,2.9895067,5.1060505,-2.0797288,2.6314187,-2.3118699,4.876004,0.2315825,-3.3180153,-0.6817925,0.96596324,-11.493327,6.0543838
46538,-0.63295966,1.7295382,-1.6074469,-0.9895399,2.47905,6.6660376,3.3812826,0.4190112,-0.6127333,5.116119,-5.4013596,-0.4149932,-3.0716496,-1.1267977,1.200618,3.6630468
51833,3.173509,-1.0557557,3.0624204,3.273295,0.028799288,3.81837,0.56100816,-0.3399143,-3.853595,-1.2514945,0.3640312,-0.23026165,1.5906366,3.1436477,2.5609205,-0.6642168
54197,4.810037,1.2304763,-4.0919805,-2.2216182,5.5595193,3.7637687,-0.6550358,1.000525,-3.6260006,7.1862226,4.7704434,0.36437565,-0.37069842,-3.0065,-3.9603531,5.100537
27527,-0.8744605,4.5024705,-5.4676275,-8.482726,1.3168795,-2.98024,-2.0758567,2.7547734,-3.0621102,3.706367,-3.9987874,0.4174933,-1.7390623,-1.763663,-3.9084947,6.0966697
12302,-1.6668631,5.663165,-0.48519173,-5.146623,1.6396648,2.2515936,-11.701811,-1.9277624,1.6252617,-1.5572693,-1.2314527,0.022155553,1.9604763,-12.248791,7.5940814,-1.3594997
42937,-1.4864367,0.64306515,-0.4991981,1.4771132,3.3396711,3.117011,2.3519008,1.6465905,-6.50816,0.29996398,5.6447086,1.9495182,1.8962691,-3.0702481,-2.8805897,0.94802195
59726,-0.35495782,3.1836169,-5.910389,-7.6430125,2.5265608,1.008658,-6.4504256,-0.10243735,1.7470784,2.363738,-9.835056,-0.46098235,-0.591745,-0.5002358,-1.6110678,4.410898
12976,-1.7932116,1.8705564,-0.7133866,-1.7628293,0.83912057,2.4507813,1.4120836,-0.24236022,0.77394676,-3.53084,-1.7854028,1.3274904,-0.41878763,1.2118005,4.7598786,2.1442587
27748,2.7418482,0.9783859,0.68176216,1.2607098,0.2634417,2.409102,3.2626607,0.455852,-2.9396582,-2.8040793,3.3880026,2.7548609,1.9158589,0.37227973,0.7349622,0.11527148
20906,-1.9539697,-1.6120963,-0.5917845,-0.9955381,0.4194845,1.5984782,3.2708695,0.46294844,0.19561239,-7.1870756,-2.2563496,0.8905833,-0.81671524,2.28957,-4.8244243,1.0082033
14793,0.6997421,0.28988874,-4.168421,-8.553102,1.2188443,-6.4358716,4.265811,3.529236,1.3067158,-0.69596195,3.3005345,2.1988156,-3.160062,-3.3694506,-0.119132206,4.054785
80752,-1.6162717,1.285733,-2.3380795,-1.9071114,0.47131515,9.260346,-1.669784,2.2555306,4.158363,2.284442,-1.512912,1.6273359,-1.5370861,-2.0835097,-0.37183282,3.423048
1613,-2.3195639,-0.09957869,-4.0102882,-3.960785,1.3658378,-0.46940023,5.2541404,1.7529676,1.863505,1.60614,1.1252577,4.7239237,-1.3999579,-5.027091,-0.517377,3.2720401
188,-2.0831916,6.337693,-1.6655471,-3.0978978,2.0719042,6.081484,-6.225745,1.8216257,1.2666901,5.8812466,-6.7434564,-0.6097492,-2.82883,-2.2538815,-1.2781006,5.164869
1380,-1.2139748,3.0968277,-4.1720085,-8.70905,0.62650627,-0.5272353,-4.136968,2.0740054,6.0760427,1.7117605,4.8654256,2.9490626,0.6985566,-1.9467008,0.71526194,4.019911
10011,-1.0607675,-3.7932968,3.7710106,0.3100018,-0.035836644,-0.8426413,-1.2898232,-2.8161736,1.4968424,-1.708798,-0.99134135,0.19127727,0.6240239,3.0063677,2.0931337,0.05766196
17175,-4.698733,2.84257,-1.6543076,-3.95591,0.7772252,3.7819695,-0.96175116,-1.0972064,3.4419346,2.1446166,1.0248637,2.198065,-1.97505,-4.58795,8.174392,2.894265
15776,-4.6932282,0.42152047,-1.5192639,-2.500731,-0.7664911,-0.91227597,2.5303967,0.2607315,-0.5468395,-4.543711,-1.1589904,2.7163835,0.07143919,1.4231231,2.316863,2.6334946
4700,3.9222705,-5.2185354,-3.7855275,-5.463392,5.1261706,1.2433965,0.98414886,0.44805294,5.482818,-4.868633,-3.9505596,-0.92303574,-0.68758595,-1.4884955,-1.5845408,2.3225784
19289,2.2788923,0.5530419,-3.6400142,-4.815738,3.603699,1.5669044,0.13719122,1.6750493,4.2969465,-2.331379,0.25607267,2.1893246,-0.036548216,-3.899188,-2.2185004,1.8792888
18681,0.69129884,0.5058758,-2.2774835,-0.77771044,2.7401829,0.27452275,1.4385628,0.09047933,-0.6749008,-2.5965142,-2.8870609,-0.25783083,-4.141303,-4.0896053,7.4719067,2.2266433
31895,0.72532254,-1.8432705,2.5935133,2.0904813,-1.3981335,2.047002,1.3899797,-1.0630348,-0.7115216,-0.2545509,-0.41921598,2.3724425,2.8429894,5.045593,1.9156076,-0.28621203
23258,-0.32067922,2.3782902,-2.0075662,-1.2110224,-0.85178655,2.0064085,1.69737,1.5259863,0.2652859,-7.7644076,2.441133,2.137975,-1.0529712,-0.056879938,-1.329839,0.7545058
81309,-2.3568518,0.9230021,1.2013261,0.67865753,-0.9052485,3.1941407,0.92133135,0.39891568,-1.7475026,-2.4567983,0.4414659,1.7240926,2.0082977,3.4505427,2.4204009,0.42233273
31770,5.2412214,2.1237411,-1.7352055,-5.8979707,5.931561,-1.3052043,-1.2864199,4.1590133,1.8970475,3.268084,6.0634766,-1.5881418,-2.3402157,-2.9449887,4.0211425,1.5884281
5774,0.08475268,4.1653204,-4.5627728,-8.687273,-1.8324382,0.77976197,-4.2860694,0.29249707,0.57814,1.9107145,-3.2939692,-0.35430032,1.3081781,-6.504667,-2.1133766,3.5276449
22130,-0.67434376,5.9279895,-3.9855013,-9.9306135,0.31897885,-6.5905824,-6.1616073,0.025020022,3.9483006,-1.1850693,1.3520602,0.33188334,-1.46222,-8.700393,4.236732,0.38696638
49971,0.9654456,1.5190986,-3.022872,-0.12809041,4.914164,8.019347,-3.292988,4.351481,-0.6916146,3.5199246,1.9753537,0.14900652,2.2745173,-2.3810477,-6.935774,4.296984
14936,0.5674414,1.6965497,-4.241097,0.6528062,2.6064029,4.197599,1.6363082,1.182998,3.371751,-5.3398128,-1.2040415,2.9673097,-2.7118678,-2.4466932,-4.177914,1.2048353
3968,-4.0946307,1.9563999,0.0350285,-1.279916,1.9574175,2.5456448,-1.5905236,-0.91993237,-0.9893089,-2.056235,2.640308,0.5769547,-0.8506991,-2.0061145,7.918595,1.4492254
30300,1.0324928,2.3215806,-4.375699,-5.8493295,3.3409693,-0.54567313,0.51251215,2.8464026,-1.5591302,4.988553,5.174012,2.0399256,0.07900952,-0.79826885,-1.4977832,6.136735
71434,-2.8334372,0.005208548,-1.7120794,-1.7797945,1.5408988,3.5468516,0.77706736,0.55622447,-0.68233913,-2.395618,-0.52372587,2.6014497,-0.9682313,1.4635422,1.348952,2.5320938
8674,1.5227486,2.4032357,-1.5035682,-4.2336864,2.0476065,8.913223,-4.780543,0.9650268,4.2209063,-1.0004601,-2.4212894,-1.409591,-0.11212243,-0.079146594,2.4296312,3.2541661
81807,5.2245383,-1.2829351,-1.4604005,-0.061551273,3.7231646,6.5722632,-4.381984,2.8951457,3.4619071,-0.7605413,-0.10361255,-2.6140788,0.90703773,-6.29244,3.954727,1.8662552
6505,-3.3060067,1.3579261,-0.8339407,-2.460112,-0.8000045,-0.48965627,0.68570346,-1.0928714,2.2052827,-5.6587977,-4.6671324,2.2648017,-1.1255302,0.9867695,5.012275,1.8105906
73310,2.646616,-2.8019006,1.8437245,2.258897,1.2495091,4.035085,1.5793197,0.49929568,-4.896274,-2.7848997,-0.18878669,-1.226448,-0.3727284,2.056581,-1.266931,-0.12000634
5247,4.395246,1.7912902,-4.501589,-5.529355,2.6425722,-0.54398745,-2.4877727,2.0618012,2.7837994,-1.1758804,2.183013,0.7162392,2.0761902,-6.485975,1.9120209,1.673935
5833,0.77688754,-0.69086194,1.5962194,0.26596475,0.01842589,-1.2273922,3.600774,-0.6068474,-4.4737983,-2.4410114,1.3526008,1.8568615,0.3697097,-1.238834,2.7931645,0.5846488
91151,-2.3305998,0.74674535,0.14151822,1.4242313,1.0461833,5.1671143,0.20336963,1.2811394,-5.2599654,-0.529456,1.2074279,0.6881288,1.8205074,1.6511403,0.2235469,1.1789887
72670,-1.2853214,2.7743108,-4.8904467,-6.373078,3.421878,0.789152,-2.1528537,1.45296,-3.3578334,5.927117,-4.848553,-1.4686735,-1.8737748,0.6400743,-5.6896834,6.2812614
72300,0.7658753,4.106765,-2.62422,-0.13169092,1.54249,7.065572,0.6011959,1.4888939,1.5542127,-2.7987635,4.2774515,3.3094602,-0.09580378,-0.8506575,0.48711628,0.9140037
69769,-0.79837936,0.67768836,1.4777014,0.97319263,1.5995929,4.5436554,0.90636325,0.4480019,-3.325776,-0.33675614,2.2660787,0.9659809,1.5123332,1.583769,2.417477,0.6822484
74932,1.8149543,0.7807339,-0.4751906,0.32188877,1.7337618,4.9705706,3.6919827,0.4230812,-0.5206812,-3.1901617,1.6735723,2.145003,0.29691496,1.0696001,-3.1916764,0.13164781
822,4.365969,2.5327046,-4.2288947,-4.5677676,2.6513803,0.6058171,-0.5382267,1.7131071,-1.7510539,1.3117336,-3.4904995,-1.3326367,-2.1377566,-4.78299,4.7045865,3.0860026
67788,-0.50847787,1.9903591,-2.6406453,-1.2365496,2.7979116,5.929716,-0.47458678,0.99244803,0.25379312,0.4248502,-2.4317665,2.6049714,-2.4253561,2.145476,4.8281283,2.7065818
14515,-1.2759699,-4.47822,2.8633223,1.390564,-1.0105069,-0.9554457,-0.112872854,-1.6389163,0.49906927,-4.721617,-1.2798992,-0.5910245,0.69358677,2.1502964,-0.23898037,0.46847397
99472,2.66479,-5.087215,-2.7662742,-1.510448,4.926889,6.126184,3.2083457,2.8685553,-1.0458503,1.6115813,-1.1216341,-2.4780695,-0.24971296,-2.7494574,-7.93744,3.9545853
28621,0.60517186,1.9659324,2.07405,-0.35039282,-1.3741293,1.5977563,4.319899,-0.36939943,-1.8791314,-0.6147784,1.2329239,3.1819115,1.9581983,2.6417208,4.0192437,0.480708
71211,-2.0471332,2.5886614,1.6313491,-0.6938056,0.6969486,3.0592685,-0.06888743,-1.1445096,-2.7241619,-2.0005043,4.4444327,0.8943287,1.310158,-2.07344,6.6103578,0.29044527
99836,0.3245981,3.723962,-5.0432005,-6.8579245,2.6462512,1.6542387,-1.3583347,1.8213527,-1.6950198,4.9315233,0.53184694,4.9300847,0.40795884,-0.56326747,-3.5197291,6.2538176
29665,5.0202975,3.9687953,-2.3839114,-8.625735,2.3265464,2.585753,-5.42617,-0.039369192,-3.7786431,1.5535398,-3.3810253,-6.972939,-5.3104167,-4.0678496,6.3692646,4.308027
76984,3.0349839,-1.7581996,1.446652,0.90482104,1.1849653,2.5476217,3.831147,-0.39347225,-4.2785425,-3.0175648,-5.0432878,-2.2873328,-2.7316616,1.9542961,-0.018595759,0.6658095
84320,1.3518137,-0.6467616,-2.806456,-6.537662,2.3944483,3.660508,1.3442955,0.41854253,-0.7707937,5.9578815,0.35845625,-3.0592866,-0.18491383,-1.7557144,1.3808491,5.321216
4331,1.9643997,0.37021285,0.13700965,-0.032540858,1.1075315,2.3604636,5.7278547,0.36634573,-2.623455,-2.3347518,-1.7775912,1.2477322,-1.3150496,0.18801962,-0.79348814,1.7609975
9611,0.82138175,1.8639051,-0.10942303,-1.6791005,-0.76457226,1.9067578,4.057738,-0.44338042,-0.01705843,-4.1084337,-0.3247091,3.093561,0.72150826,2.5047245,1.7804492,0.8818765
69411,-2.6524198,1.8251082,-0.9660869,-1.6521356,1.8009709,2.8550954,0.41445917,0.352196,-0.6541576,-1.726611,1.2727433,2.2066572,-0.096261576,0.10416862,5.4431777,2.5538476
51771,-1.5751394,2.6157517,-0.36128616,-1.8694627,0.2500615,3.6462998,2.4493692,0.62357926,-0.65522474,-0.10411006,-0.9522849,3.3180168,0.21031488,2.783558,3.7559679,2.606568
80410,-2.0462625,0.0333358,-3.8563807,1.3477466,4.31578,3.0823803,0.8717376,2.5599327,-2.4650476,-0.4145629,3.650858,2.65164,-0.7981563,-5.224407,-3.6017625,1.5022638
73440,2.777808,1.5951419,1.159951,1.4865608,-0.42394188,4.167032,0.93929666,-0.7780341,1.316071,-5.286567,0.879666,1.3689641,1.2167056,2.7407851,1.5368116,-0.97656983
62530,-3.6840167,3.9547694,0.47282282,0.40443382,1.2100955,7.5809536,-0.5181691,1.2618973,-0.44125384,1.0307152,-1.4558923,0.9748082,0.61721456,0.93233323,1.4916058,1.880406
17670,-3.559273,-0.3135139,-1.7111951,-3.2755024,0.5318524,0.9249869,6.420343,2.498181,1.5886953,-4.997194,-5.6359015,3.0822663,-0.9958852,2.5061686,-5.7957225,0.29907477
11106,-1.8044833,1.8151313,-0.7837566,-1.5545068,0.49247193,2.8511426,4.434811,0.3199614,-0.9888989,-1.9735749,-5.767645,0.49304736,-2.3197663,0.82162505,0.9995504,3.027104
18949,2.6054537,-1.4376853,1.685894,0.3064422,0.6434743,1.6991645,7.0890155,-0.001658123,0.762932,-2.8486571,-6.9516587,1.4093534,0.34027293,3.8554473,-3.4458354,-0.8883654
28178,-0.56513786,2.4487383,-3.2308307,-1.0496643,0.52649075,5.1236467,5.540373,1.4584144,0.7709792,-0.37702322,0.19130012,3.0776803,-1.9359198,-1.5779032,-3.8012044,2.6008995
22167,0.7181674,-2.3295557,3.4765809,1.79514,-1.0501077,-2.21237,-0.024137333,-1.7425308,1.8811492,-3.4727304,0.398242,2.3835604,2.4197445,2.0959985,4.1922774,0.35102147
22844,2.2130053,1.4801909,-7.276821,-12.12497,2.1226754,-5.5582266,-1.590604,1.4648583,-0.36388943,4.345969,-4.152922,0.12103012,-2.2744346,0.14042345,-2.0470002,5.67208
59101,-2.6123493,-1.5803195,-0.3247038,0.6775876,2.4213123,6.5180845,0.0026106834,1.1868671,-3.5563722,-1.7030642,-3.1726007,-0.5288774,-0.15035655,3.2478108,-2.3089254,1.7117034
77524,1.7840501,1.5007666,0.65321434,2.6975346,1.7992558,4.850853,0.6629403,0.46691006,-4.4499974,-1.3471495,2.5857575,1.0699735,2.3140771,0.114477664,1.3598962,0.36227462
30388,-0.10926029,-1.0660064,-0.47332552,-0.47108662,0.984128,2.518628,5.10235,0.421428,-1.721143,-2.936551,-2.3570247,1.2886498,0.4139261,1.9471903,-2.1262486,1.5867499
441,-0.27891818,4.6391172,-6.870597,-12.559569,2.6940587,-5.044703,-7.2064676,-1.6981659,-3.6305935,3.603743,-3.1737297,-2.0181305,-2.9684932,-8.079227,5.3720145,3.3741243
55920,4.9268107,-2.7538612,-2.004629,-0.9066417,4.2794747,4.5873313,0.23752515,2.2329848,-0.2932816,0.22608846,5.843966,-1.6131955,-0.5486276,-6.01008,1.0253696,2.9892185
81770,-2.5999098,0.60067093,0.9913513,1.3122213,-0.8397456,2.879149,1.1395589,0.36993554,-2.7761855,-2.233941,0.5415293,1.6424652,2.436591,2.617782,0.7474755,0.9550574
9808,-0.06552538,0.5478099,-4.0546184,-8.124845,1.376818,-0.4945565,0.05531518,1.0122113,2.0797987,2.9809659,-4.213881,1.9747436,-4.00421,0.9754992,-0.19924362,6.8191614
86913,0.5743801,0.84414923,0.011611324,0.37884393,-1.1437569,5.2546687,3.5825806,1.0763077,1.0258108,-6.1011553,-1.0302994,-1.2910153,-0.505793,1.8615813,-4.3215623,-0.0006130375
9358,1.3977007,-6.0144234,1.9946253,2.80881,0.41280383,0.30556774,-0.7500532,-1.2908413,0.24181314,-6.0037665,-1.0097535,-0.55495477,1.5974997,2.4702015,-1.9467839,-0.03745847
14967,-2.2762535,3.2457936,-3.6491904,-3.6383975,-1.0617379,2.882749,4.3079314,0.9749116,2.4338336,-1.5175402,-1.1217381,5.0969777,-2.7592285,-0.07351449,0.9428287,2.7018905
88636,2.585233,-1.4624413,-1.7671187,1.3304789,5.8273873,2.6602106,1.4118462,1.6407791,-5.8264008,-2.9006443,1.4134431,-0.6888629,-2.885393,-3.7018375,-0.64981306,0.8030978
78342,-1.8461119,6.120662,0.31897655,-9.567604,2.6111572,4.6438675,-14.426894,-4.5401015,-0.14019018,5.462434,1.1593221,-1.6198734,-2.3689241,-6.925352,3.8438103,-3.2168853
23231,0.5364319,4.9174848,-1.8611908,-3.5800297,-1.0848387,3.9725175,5.3575034,1.9677857,1.286839,-2.8995674,1.692369,2.7443194,-2.3100927,0.7754515,1.702113,1.9750149
90165,-1.2119788,4.86586,-0.7809618,-3.2955856,2.5915952,9.440372,-4.8163295,2.7143953,2.0598388,6.2242074,-2.6083593,-2.8602808,-2.0376315,-0.07700188,-5.2304206,4.2838287
10623,2.1858935,2.232416,0.20750885,-2.4008985,3.5736895,-0.5974402,2.4791427,2.531434,0.65574986,-1.0067482,4.832037,0.94708204,-3.5659695,-1.2363217,7.5029335,-0.22675063
11984,-1.8540621,2.5059154,-5.5499725,-8.786572,0.9581905,-7.284483,6.6327047,2.865797,-0.60690916,1.7100027,0.23548901,3.5503588,-1.1089694,-2.807633,-3.44407,5.763386
8892,1.5754075,2.0236652,-6.913053,-16.122608,2.1917896,-7.0648117,3.2441611,5.58155,4.9409766,-0.6612495,-5.837255,-0.62486947,-4.0943403,-1.062574,-7.806049,2.5526934
29704,1.4084071,0.36040646,-0.8962303,0.38484043,1.5672302,1.7553996,2.5151339,0.003774006,-1.2529349,-5.480493,-1.2145536,1.4368297,0.2003122,-0.3149688,0.7623883,1.0025489
31936,-2.2967975,1.0276284,-3.2077966,-1.8327012,2.2888465,2.6572027,3.4838154,1.2955523,-1.0034728,0.77229047,1.9152076,3.7825415,-1.9213923,-1.9289497,1.1437721,2.9090564
11819,-0.40769383,-0.23681936,-3.4066272,-2.002257,2.7630424,3.8260927,2.9217613,0.0789478,1.1419586,-1.7965804,-6.7961774,2.0973332,-3.5303876,1.1430379,0.6313711,2.7673252
72584,1.8354946,-0.5294554,0.5152417,2.7772386,0.7264459,1.9002597,1.5919209,0.8021303,-4.296574,-5.249425,1.3457528,0.20010374,0.8228249,0.13255158,-0.4411839,-0.11683147
50214,-2.5852594,0.861658,1.6143707,4.541874e-05,-0.9407693,2.172948,3.9140832,0.07879637,-3.7007442,-1.5320177,0.9324218,0.88165677,1.504804,3.2503524,1.1417975,0.22014733
72582,-2.8342779,6.563518,-4.3075085,-7.637266,1.0496311,-0.3963307,-5.0127263,1.3428551,-1.0515956,4.134198,4.6153464,2.4819958,0.4976053,-4.7138495,2.0742736,4.315649
96152,2.2306244,0.33288735,2.273907,1.0730507,0.08527646,0.887712,2.1136372,-0.19348131,-3.1988244,-2.6233459,0.16299862,0.7625277,0.70325947,2.7244654,5.919392,-0.80985105
1599,2.3201563,-4.763039,1.8688483,1.8866868,0.36000568,-0.59174776,5.248135,-0.84050095,-2.1862185,-4.15002,-1.9190361,1.1754397,0.7715124,2.6655014,-3.4132078,-0.31096733
