,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
71848,0.34880903,1.6734079,-2.3511868,-3.261138,5.7133107,3.5242367,-3.7247794,0.79812956,-3.5532053,6.1669335,4.9657245,-2.0604782,0.55959153,-1.9244212,0.9694519,5.685275
3619,-4.369931,0.26629868,-3.9103496,-4.0344462,1.2483214,-0.46325248,8.243905,0.083052084,0.13736242,0.3014855,-3.4521725,3.2275665,-3.7718103,-0.8661624,-2.6161644,3.2796514
31137,0.05197378,0.079333216,-3.407134,-3.5451682,1.775682,4.4813576,3.339205,1.268745,1.998569,1.9329965,-0.7100138,1.6910208,-2.302549,-2.5124478,-1.8106062,2.9083757
19536,-2.5941656,3.07433,-1.2071148,-1.8642228,-2.5761335,1.8727916,1.9371051,1.1903484,3.3892026,-7.8954687,1.3604548,4.280763,0.18037246,1.5586747,-2.4238362,0.63596386
87425,-0.06382719,1.5635755,0.36368307,-1.5913744,0.3134716,4.4009066,7.364516,1.6652186,-2.0967646,-2.1350503,2.152265,1.8150378,0.87958455,3.371523,-4.781129,0.58117646
17850,-1.2366459,0.7635009,-1.6318336,0.035502493,2.5278194,6.4179225,-1.3367046,0.8450209,0.23889324,-3.943448,-1.528332,1.4125607,-1.0663583,2.0771616,-0.8183013,1.4594729
91614,1.255602,2.767184,-0.25045535,-0.15732199,-0.049610905,6.0603456,4.2988777,1.6952336,-2.0777154,-0.8368646,1.9988983,1.9477024,0.5605369,1.6700292,-1.8778528,1.5674021
27679,-2.238293,0.15068549,-0.5298367,-2.6057253,-0.41086036,1.7381653,3.6733716,0.7104866,-3.3680549,-2.3249345,1.7244315,2.5065153,-0.41882846,1.7327188,0.9363701,2.1295683
85457,3.043177,3.444083,-3.03511,-4.232988,3.284062,4.7837777,-2.0765693,2.2907088,-4.2944593,7.345453,-1.7819494,0.39302936,0.16652869,-0.42892048,2.7457266,4.3411503
26912,-3.840799,0.16945359,-1.9932382,-1.5435781,0.86885947,3.2256603,0.8525656,1.0267327,-0.2876671,-2.769281,-1.4585828,3.411221,-0.008662928,1.8519864,0.14508481,2.8261194
41702,3.927519,-1.0362,1.1200473,-1.5604255,4.734519,6.9418936,-6.7566667,1.8740371,1.5230126,-1.5631682,-3.0477276,-1.3527015,-1.1088172,-6.900754,8.689525,-0.082248524
23780,3.5991614,-4.7105265,-1.6548628,0.17714863,5.4254956,5.901926,2.0447516,3.0175374,2.9329672,-2.791081,-2.156936,-1.4889314,0.38204345,-4.3985834,-6.471463,1.4089664
18038,2.4819896,-3.0582426,2.694766,2.136941,-0.864099,1.6544609,1.0086794,-1.6966555,-0.57024217,-3.5095181,-4.581278,-1.7099854,0.8730866,3.7467215,0.059325766,-0.75304097
4377,-1.325534,-4.658626,3.3201497,0.5747507,-0.79263145,-0.8103866,0.14540939,-1.8340664,0.97963554,-2.5359948,-3.0830822,0.057849497,0.21869825,3.9907928,0.965235,0.46363574
71612,-0.060039755,1.3325458,-1.8103529,1.3009956,0.75121945,4.2558823,-2.3818913,1.8826439,-0.73735803,-6.2672825,4.725539,1.1859084,1.515506,-0.3903598,-3.2333195,1.6168305
25750,-0.32407144,-2.4387815,-4.0665617,-5.863535,0.75824654,1.0615997,3.820462,1.0578601,4.624563,0.96456385,1.4953635,4.7234015,-0.25358778,-3.0799432,-1.2860053,3.7452054
17560,0.24635327,-3.130973,1.5862205,-1.0473564,-0.24000514,-0.9643205,7.728542,0.46168193,-1.8127612,-2.9269924,-6.0703115,0.30701128,-0.86374843,4.16161,-2.1063573,-0.04503386
17181,1.2111509,1.8529758,-3.431272,-1.2050557,2.8099492,0.4841618,3.0356634,0.926562,0.2865923,-4.325296,0.81963456,2.7009943,-1.6380396,-2.0103931,4.166275,1.5812266
58460,0.33143362,0.37478182,-2.4131107,-0.3910844,3.3926153,4.817259,0.060059182,-0.044488948,0.07111584,-3.411052,-2.4038072,1.4335047,-1.0235717,0.26825187,2.025796,2.056604
